ano,mes,teste,http_status,registros_estimados,tipo_raiz,chaves_raiz,url_sem_token,parametros,amostra
2024,1,D_empresa_orgao_unidade,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2024&mesDotacao=1&codEmpresa=1&codOrgao=7&codUnidade=10,"{""anoDotacao"": ""2024"", ""mesDotacao"": ""1"", ""codEmpresa"": ""1"", ""codOrgao"": ""7"", ""codUnidade"": ""10""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2024,1,E_orgao_unidade_sem_empresa,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2024&mesDotacao=1&codOrgao=7&codUnidade=10,"{""anoDotacao"": ""2024"", ""mesDotacao"": ""1"", ""codOrgao"": ""7"", ""codUnidade"": ""10""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2024,6,A_sem_filtros_institucionais,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2024&mesDotacao=6,"{""anoDotacao"": ""2024"", ""mesDotacao"": ""6""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2024,6,B_empresa,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2024&mesDotacao=6&codEmpresa=1,"{""anoDotacao"": ""2024"", ""mesDotacao"": ""6"", ""codEmpresa"": ""1""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2024,6,C_empresa_orgao,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2024&mesDotacao=6&codEmpresa=1&codOrgao=7,"{""anoDotacao"": ""2024"", ""mesDotacao"": ""6"", ""codEmpresa"": ""1"", ""codOrgao"": ""7""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2024,6,D_empresa_orgao_unidade,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2024&mesDotacao=6&codEmpresa=1&codOrgao=7&codUnidade=10,"{""anoDotacao"": ""2024"", ""mesDotacao"": ""6"", ""codEmpresa"": ""1"", ""codOrgao"": ""7"", ""codUnidade"": ""10""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2024,6,E_orgao_unidade_sem_empresa,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2024&mesDotacao=6&codOrgao=7&codUnidade=10,"{""anoDotacao"": ""2024"", ""mesDotacao"": ""6"", ""codOrgao"": ""7"", ""codUnidade"": ""10""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2024,12,A_sem_filtros_institucionais,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2024&mesDotacao=12,"{""anoDotacao"": ""2024"", ""mesDotacao"": ""12""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2024,12,B_empresa,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2024&mesDotacao=12&codEmpresa=1,"{""anoDotacao"": ""2024"", ""mesDotacao"": ""12"", ""codEmpresa"": ""1""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2024,12,C_empresa_orgao,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2024&mesDotacao=12&codEmpresa=1&codOrgao=7,"{""anoDotacao"": ""2024"", ""mesDotacao"": ""12"", ""codEmpresa"": ""1"", ""codOrgao"": ""7""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2024,12,D_empresa_orgao_unidade,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2024&mesDotacao=12&codEmpresa=1&codOrgao=7&codUnidade=10,"{""anoDotacao"": ""2024"", ""mesDotacao"": ""12"", ""codEmpresa"": ""1"", ""codOrgao"": ""7"", ""codUnidade"": ""10""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2024,12,E_orgao_unidade_sem_empresa,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2024&mesDotacao=12&codOrgao=7&codUnidade=10,"{""anoDotacao"": ""2024"", ""mesDotacao"": ""12"", ""codOrgao"": ""7"", ""codUnidade"": ""10""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2025,1,A_sem_filtros_institucionais,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2025&mesDotacao=1,"{""anoDotacao"": ""2025"", ""mesDotacao"": ""1""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2025,1,B_empresa,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2025&mesDotacao=1&codEmpresa=1,"{""anoDotacao"": ""2025"", ""mesDotacao"": ""1"", ""codEmpresa"": ""1""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2025,1,C_empresa_orgao,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2025&mesDotacao=1&codEmpresa=1&codOrgao=7,"{""anoDotacao"": ""2025"", ""mesDotacao"": ""1"", ""codEmpresa"": ""1"", ""codOrgao"": ""7""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2025,1,D_empresa_orgao_unidade,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2025&mesDotacao=1&codEmpresa=1&codOrgao=7&codUnidade=10,"{""anoDotacao"": ""2025"", ""mesDotacao"": ""1"", ""codEmpresa"": ""1"", ""codOrgao"": ""7"", ""codUnidade"": ""10""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2025,1,E_orgao_unidade_sem_empresa,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2025&mesDotacao=1&codOrgao=7&codUnidade=10,"{""anoDotacao"": ""2025"", ""mesDotacao"": ""1"", ""codOrgao"": ""7"", ""codUnidade"": ""10""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2025,6,A_sem_filtros_institucionais,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2025&mesDotacao=6,"{""anoDotacao"": ""2025"", ""mesDotacao"": ""6""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2025,6,B_empresa,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2025&mesDotacao=6&codEmpresa=1,"{""anoDotacao"": ""2025"", ""mesDotacao"": ""6"", ""codEmpresa"": ""1""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2025,6,C_empresa_orgao,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2025&mesDotacao=6&codEmpresa=1&codOrgao=7,"{""anoDotacao"": ""2025"", ""mesDotacao"": ""6"", ""codEmpresa"": ""1"", ""codOrgao"": ""7""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2025,6,D_empresa_orgao_unidade,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2025&mesDotacao=6&codEmpresa=1&codOrgao=7&codUnidade=10,"{""anoDotacao"": ""2025"", ""mesDotacao"": ""6"", ""codEmpresa"": ""1"", ""codOrgao"": ""7"", ""codUnidade"": ""10""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2025,6,E_orgao_unidade_sem_empresa,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2025&mesDotacao=6&codOrgao=7&codUnidade=10,"{""anoDotacao"": ""2025"", ""mesDotacao"": ""6"", ""codOrgao"": ""7"", ""codUnidade"": ""10""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2025,12,A_sem_filtros_institucionais,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2025&mesDotacao=12,"{""anoDotacao"": ""2025"", ""mesDotacao"": ""12""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2025,12,B_empresa,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2025&mesDotacao=12&codEmpresa=1,"{""anoDotacao"": ""2025"", ""mesDotacao"": ""12"", ""codEmpresa"": ""1""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2025,12,C_empresa_orgao,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2025&mesDotacao=12&codEmpresa=1&codOrgao=7,"{""anoDotacao"": ""2025"", ""mesDotacao"": ""12"", ""codEmpresa"": ""1"", ""codOrgao"": ""7""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2025,12,D_empresa_orgao_unidade,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2025&mesDotacao=12&codEmpresa=1&codOrgao=7&codUnidade=10,"{""anoDotacao"": ""2025"", ""mesDotacao"": ""12"", ""codEmpresa"": ""1"", ""codOrgao"": ""7"", ""codUnidade"": ""10""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
2025,12,E_orgao_unidade_sem_empresa,401,0,dict,fault,https://gateway.apilib.prefeitura.sp.gov.br/sf/sof/v4/despesas?anoDotacao=2025&mesDotacao=12&codOrgao=7&codUnidade=10,"{""anoDotacao"": ""2025"", ""mesDotacao"": ""12"", ""codOrgao"": ""7"", ""codUnidade"": ""10""}","{""fault"": {""code"": 900901, ""message"": ""Invalid Credentials"", ""description"": ""Access failure for API: /sf/sof/v4, version: v4 status: (900901) - Invalid Credentials. Make sure you have given the correct access token""}}"
