codFonteRecurso,codReferencia,codDestinacaoRecurso,codVinculacaoRecurso,codPrograma,codProjetoAtividade,codFuncao,codSubFuncao,codCategoria,codGrupo,codModalidade,codElemento,codItemDespesa,codSubElemento,codEmpenho,txtRazaoSocial,numCpfCnpj
08.2.759.1224,,,,3003,5204,10,302,4,4,90,51,0,8,52844,G PRADO COMERCIO E CONSTRUCAO EIRELI,17792041000160
08.2.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,53090,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,62162847000120
08.2.759.1224,,,,3003,5204,10,301,3,3,90,39,0,1,53097,ELEVADORES ORION LTDA,05823840000178
08.2.759.1224,,,,3003,5204,10,301,3,3,90,39,9,0,53462,CONSORCIO MBM,50851721000183
08.2.759.1224,,,,3009,5187,15,451,4,4,90,51,1,8,53804,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.2.759.1224,,,,3009,5187,15,451,4,4,90,51,1,8,53829,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.2.759.1224,,,,3009,5187,15,451,4,4,90,51,1,8,53842,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.2.759.1224,,,,3009,5187,15,451,4,4,90,51,1,8,53848,CONCREJATO SERVICOS TECNICOS DE ENGENHARIA S/A,29994423000156
08.2.759.1224,,,,3009,5187,15,451,4,4,90,51,1,8,53857,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,62162847000120
08.2.759.1224,,,,3009,5187,15,451,4,4,90,51,1,8,53869,IMPERMEAR SERVICOS DE ENGENHARIA LTDA,97500698000146
08.2.759.1224,,,,3009,5187,15,451,4,4,90,51,1,8,53876,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.2.759.1224,,,,3009,5187,15,451,4,4,90,51,1,8,53878,CONSTRUMEDICI ENGENHARIA E COMERCIO LTDA,46044392000191
08.2.759.1224,,,,3009,5187,15,451,4,4,90,51,1,8,53885,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,62162847000120
08.2.759.1224,,,,3009,5187,15,451,4,4,90,51,1,8,53895,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.2.759.1224,,,,3009,5187,15,451,4,4,90,51,1,8,53897,CONSTRUMEDICI ENGENHARIA E COMERCIO LTDA,46044392000191
08.2.759.1224,,,,3009,5187,15,451,4,4,90,51,1,8,53902,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.2.759.1224,,,,3009,5187,15,451,4,4,90,51,1,8,53935,VOS OBRAS E SERVICOS DE CONSTRUCAO CIVIL LTDA,01129913000175
08.2.759.1224,,,,3009,5187,15,451,4,4,90,51,1,8,53948,IMPERMEAR SERVICOS DE ENGENHARIA LTDA,97500698000146
08.2.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,53987,FREMIX PAVIMENTACAO E CONSTRUCOES LTDA ,01065014000156
08.2.759.1224,,,,3003,5204,10,302,4,4,90,51,0,8,55198,CONSTRUTORA SANDIN LTDA,51182145000191
08.2.759.1224,,,,3003,5204,10,301,4,4,90,51,0,8,55217,VILLANOVA ENGENHARIA E DESENVOLVIMENTO AMBIENTAL LTDA,04373329000159
08.2.759.1224,,,,3003,5204,10,301,4,4,90,51,0,8,55220,TERRA NOVA ENGENHARIA E CONSTRUCOES LTDA,07461206000168
08.2.759.1224,,,,3003,5204,10,301,4,4,90,51,0,8,55245,SPALLA ENGENHARIA LTDA,05633207000117
08.2.759.1224,,,,3003,5204,10,302,4,4,90,51,0,8,59109,LMM ENGENHARIA E SERVICOS LTDA,44626011000157
08.2.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,59447,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,66806555000133
08.2.759.1224,,,,3003,5204,10,301,4,4,50,52,0,5,61370,SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO  SECONCISP,61687356000130
08.2.759.1224,,,,3003,5204,10,301,4,4,50,51,0,5,61371,SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO  SECONCISP,61687356000130
08.2.759.1224,,,,3003,5204,10,301,4,4,50,51,0,5,61743,SOCIEDADE BENEFICENTE CAMINHO DE DAMASCO,48211585000115
08.2.759.1224,,,,3003,5204,10,301,3,3,90,39,0,1,62529,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.2.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,62871,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,66806555000133
08.2.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,62879,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,66806555000133
08.2.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,62917,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,66806555000133
08.2.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,62923,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,66806555000133
08.2.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,63055,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,66806555000133
08.2.759.1224,,,,3003,5204,10,301,4,4,50,51,0,5,63410,SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO  SECONCISP,61687356000130
08.2.759.1224,,,,3003,5204,10,301,4,4,50,52,0,5,63412,SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO  SECONCISP,61687356000130
08.2.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,64272,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,62162847000120
08.2.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,64716,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,62162847000120
08.2.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,64933,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,66806555000133
08.2.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,64956,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,66806555000133
08.2.759.1224,,,,3003,5204,10,302,4,4,90,51,0,8,65458,LMM ENGENHARIA E SERVICOS LTDA,44626011000157
08.2.759.1224,,,,3003,5204,10,302,4,4,90,51,0,8,65463,LMM ENGENHARIA E SERVICOS LTDA,44626011000157
08.2.759.1224,,,,3003,5204,10,302,4,4,90,51,0,8,69134,CONSTRUMAB ENGENHARIA LTDA,07717809000188
08.2.759.1224,,,,3022,1170,15,451,4,4,90,51,0,8,69613,MC ENGENHARIA  E CONSTRUCOES SA,71654446000188
08.2.759.1224,,,,3022,1170,15,451,4,4,90,51,0,8,69619,CONSORCIO CORREGO HOSPITAL JE,50203083000194
08.2.759.1224,,,,3022,1170,15,451,4,4,90,51,1,8,69628,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.2.759.1224,,,,3022,1170,15,451,4,4,90,51,0,8,69633,TRANSVIAS CONSTRUCOES E TERRAPLENAGEM LTDA,54883194000140
08.2.759.1224,,,,3003,5204,10,302,4,4,90,51,0,8,70965,LMM ENGENHARIA E SERVICOS LTDA,44626011000157
08.2.759.1224,,,,3022,1170,15,451,4,4,90,51,0,8,71086,CONSORCIO CORREGO AGUA PODRE JE,50203149000146
08.2.759.1224,,,,3003,5204,10,302,4,4,90,51,0,8,71562,AMDS ENGENHARIA E CONSTRUCOES LTDA,08097160000102
08.2.759.1224,,,,3003,5204,10,301,4,4,90,51,0,8,73443,LEMAM CONSTRUCOES E COMERCIO SA,04002395000112
08.2.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,73509,SOUZA COMPEC ENGENHARIA E CONSTRUÇÕES LTDA,09052229000144
08.2.759.1224,,,,3009,5187,15,451,4,4,90,51,1,8,73532,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.2.759.1224,,,,3009,5187,15,451,4,4,90,51,1,8,73542,CONSTRUMEDICI ENGENHARIA E COMERCIO LTDA,46044392000191
08.2.759.1224,,,,3003,5204,10,302,4,4,90,51,0,8,73575,CONSTRUTORA LETTIERI CORDARO LTDA,07879965000145
08.1.759.1224,,,,3022,1137,15,452,4,4,90,51,1,8,73713,COENPA INFRAESTRUTURA SA,45240999000184
08.1.759.1224,,,,3022,1137,15,452,4,4,90,51,1,8,73718,PAV PASSOS CONSTRUCOES LTDA,31031932000125
08.1.759.1224,,,,3022,1137,15,452,4,4,90,51,1,8,73730,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.1.759.1224,,,,3022,1137,15,452,4,4,90,51,1,8,73734,GESTOR ENGENHARIA LTDA,01846687000143
08.1.759.1224,,,,3022,1137,15,452,4,4,90,51,1,8,73741,ERATECNICA ENGENHARIA CONSTRUCOES E SERVICOS LTDA,65035222000195
08.1.759.1224,,,,3022,1137,15,452,4,4,90,51,1,8,73746,FBF CONSTRUCOES E SERVICOS LTDA,02542939000103
08.1.759.1224,,,,3022,1137,15,452,4,4,90,51,1,8,73753,DANG CONSTRUTORA DE OBRAS LTDA,03264493000165
08.2.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,73964,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,62162847000120
08.2.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,73967,ARVEK TECNICA E CONSTRUCOES LTDA,47218979000132
08.2.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,73969,SOUZA COMPEC ENGENHARIA E CONSTRUÇÕES LTDA,09052229000144
08.2.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,73973,SOEBE CONSTRUÇÃO E PAVIMENTAÇÃO SA,43677822000114
08.2.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,74315,ARVEK TECNICA E CONSTRUCOES LTDA,47218979000132
08.2.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,74332,FREMIX PAVIMENTACAO E CONSTRUCOES LTDA ,01065014000156
08.2.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,74413,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,66806555000133
08.2.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,74469,FREMIX PAVIMENTACAO E CONSTRUCOES LTDA ,01065014000156
08.2.759.1224,,,,3003,5204,10,302,4,4,90,51,0,8,75538,LMM ENGENHARIA E SERVICOS LTDA,44626011000157
10.2.755.1224,,,,3003,5204,10,301,4,4,90,51,0,8,75970,DB CONSTRUCOES LTDA,03101876000112
10.2.755.1224,,,,3003,5204,10,301,4,4,90,51,0,8,76021,FP PROJETOS EMPREENDIMENTOS LTDA,15009784000196
10.2.755.1224,,,,3003,5204,10,301,4,4,90,51,0,8,76038,NOVA JRA EMPREENDIMENTOS E ENGENHARIA LTDA,44721630000120
08.2.759.1224,,,,3003,5204,10,301,4,4,50,51,0,5,76111,ASSOCIAÇÃO SAUDE DA FAMILIA,68311216000101
10.2.755.1224,,,,3003,5204,10,301,4,4,90,51,0,8,76160,R J C SINALIZACAO URBANA LTDA,12420273000174
08.2.759.1224,,,,3003,5204,10,301,4,4,90,51,0,8,76181,2N ENGENHARIA LTDA,00346953000106
08.2.759.1224,,,,3003,5204,10,301,4,4,90,51,0,8,76188,DEKTON ENGENHARIA E CONSTRUCAO LTDA,06297348000179
08.1.759.1224,,,,3022,1170,15,452,4,4,90,39,1,1,78382,CORPOTEC CONSTRUTORA E EMPREENDIMENTOS IMOBILIARIOS LTDA,56182090000133
08.1.759.1224,,,,3022,1170,15,452,4,4,90,39,1,1,78383,EGIS  ENGENHARIA E CONSULTORIA LTDA,44239135000503
08.1.759.1224,,,,3022,1170,15,452,4,4,90,39,1,1,78384,CONSITEC  ENGENHARIA E TECNOLOGIA LTDA,02243019000194
