codFonteRecurso,txtDescricaoFonteRecurso,anoExercicio,modifiedMode,usuarioOperacao
02.1.660.1895,PMSP/SAO PAULO SIGTV - CUSTEIO - Paulo Alexandre Barbosa 2025 - 22.787,2025,5,
02.1.660.1896,PMSP-SAO PAULO SIGTV - CUSTEIO - Delegado Palumbo 2025 - 22.788-9,2025,5,
02.1.660.1897,PMSP-SAO PAULO SIGTV - CUSTEIO - Gilberto Nascimento 2025 - 22.789-7,2025,5,
02.1.660.1898,PMSP-SAO PAULO SIGTV - CUSTEIO - Kim Kataguire 2025. - 22.790-0,2025,5,
02.1.660.1899,PMSP-SAO PAULO SIGTV - CUSTEIO - Juliana Cardoso 2025 - 22.791-9,2025,5,
02.1.660.1900,PMSP-SAO PAULO SIGTV - CUSTEIO - Mara Gabrilli 2025 -  22.792-7,2025,5,
02.1.660.1901,PMSP-SAO PAULO SIGTV - CUSTEIO - Maria das Rosas 2025 - 22.793-5,2025,5,
02.1.660.1902,PMSP-SAO PAULO SIGTV - INVEST - Laércio Oliveira 2025,2025,5,
02.1.660.1903,PMSP-SAO PAULO SIGTV - CUSTEIO - Delegado Paulo Bilysnskyj 2025,2025,5,
02.1.660.1904,PMSP-SAO PAULO SIGTV - CUSTEIO - Luiza Erundina de Souza 2025,2025,5,
02.1.661.1932,PMSP-SMADS/FMAS-Passagens Conferência/FEAS 2025,2025,5,
02.1.665.0000,Código Genérico,2025,5,
02.1.665.0082,PMSP - SAS - Auxílios Subvenções e Contribuições,2025,5,
02.1.665.0446,PMSP-SMADS/FMAS-CPBF,2025,5,
02.1.665.1076,PMSP-SMADS/SÃO PAULO ACESSUAS TRABALHO,2025,5,
02.1.665.1077,PMSP-SMADS/SÃO PAULO APRIMORA REDE,2025,5,
02.1.665.1078,PMSP-SMADS/SÃO PAULO BPC ESCOLA,2025,5,
02.1.665.1079,PMSP-SMADS/SÃO PAULO-PETI,2025,5,
02.1.665.1145,PMSP-SMADS/CONVÊNIO SICONV 827876/2016,2025,5,
02.1.665.1166,PMSP-SMADS/FMAS-São Paulo Criança Feliz,2025,5,
02.1.665.1171,PMSP-SMADS/FMAS-PVAC,2025,5,
02.1.665.1184,PMSP-SMADS/FMAS-MAC,2025,5,
02.1.665.1199,PMSP-SMADS/SÃO PAULO/GTV BLMAC3,2025,5,
02.1.665.1381,PMSP-SMADS/SAO PAULO SIGTV - ESTR4 - FNAS,2025,5,
02.1.669.0000,Código Genérico,2025,5,
02.1.669.0154,PMSP - C / Movimento - F.A.S,2025,5,
02.1.669.0289,PMSP-SAS/PROGRAMA FOME ZERO.,2025,5,
02.1.669.0463,PMSP-SMADS-FMAS,2025,5,
02.1.669.1122,PMSP-SMADS/CONVÊNIO SICONV nº 837428/2016,2025,5,
02.1.669.1275,PMSP-SMADS/FMAS/SAO PAULOCOVIDACO,2025,5,
02.1.669.1276,PMSP-SMADS/SAO PAULOCOVIDALI,2025,5,
02.1.669.1277,PMSP-SMADS/FMAS/SAO PAULOCOVIDEPI,2025,5,
02.1.669.1327,PMSP-SMADS/SAO PAULO SIGTV - ESTR3 - FNAS,2025,5,
02.1.700.0000,Código Genérico,2025,5,
02.1.700.0382,PMSP-SGM/PROJETO URB-AL/CENTROS DE CIDADANIA DAS MULHERES.,2025,5,
02.1.700.0392,PMSP-SEHAB/PEHP-CENTRO,2025,5,
02.1.700.0408,PMSP-SEHAB/EMENDA MANANCIAIS,2025,5,
02.1.700.0561,PMSP-SGM/Capacitação e Qualificação.,2025,5,
02.1.700.0590,PMSP-SEHAB/Lote B-Tiro ao Pombo-Rep.nº 0218609-59/07-Min.Cid.,2025,5,
02.1.700.0591,PMSP-SEHAB/Lote D-Jd. Nazareth- Rep. Nº 0218610-87/07-Min.Cid.,2025,5,
02.1.700.0592,PMSP-SEHAB/Lote C-Cidade Azul - Rep.nº 0218611-91/07-Min.Cid.,2025,5,
02.1.700.0593,"PMSP-SEHAB/Lote B-Jd. Irene, Rosas e Pq Fernanda-Rep.nº 0218612-04/07-",2025,5,
02.1.700.0594,PMSP-SEHAB/Lote A-Boa Esperança e Guarani-Rep.nº 0218613-18/07-Min.Cid,2025,5,
02.1.700.0595,"PMSP-SEHAB/Urb Integ Fav/Heliópolis-Glebas A,N e K-Rep.nº 0218844-05/0",2025,5,
02.1.700.0603,"PMSP-SEHAB/Prog Recup Amb  Mananciais, Urb Fav-Guarapiranga e Billings",2025,5,
02.1.700.0606,PMSP - SEHAB/FNHIS-JARDIM CELESTE-Rep. nº 0250.556-95/2008-Min.Cid.,2025,5,
02.1.700.0695,PMSP-SEHAB/Urbanização de Assentamentos Precários/TC nº 0302574-29/200,2025,5,
02.1.700.0747,"PMSP-SEHAB-Urbanização, Reg e Integ de Assentos Precários-PAC 2-TC0351",2025,5,
02.1.700.0748,PMSP-SIURB/Canalização do Córrego Ponte Baixa - TC 0351.052-46/2011-Mi,2025,5,
02.1.700.0769,PMSP-SEHAB-Urb. de Assentº Precários/Complexo Paraisópolis-2ª Fase PA,2025,5,
02.1.700.0770,PMSP-SEHAB-Urb. de Assentº Precários/Jardim São Francisco-2ª Fase PAC,2025,5,
02.1.700.0788,PMSP-SDTE/Convênio SICONV nº 782635/2013,2025,5,
02.1.700.0789,PMSP-SPCS/Reforma e Modernização Esportiva do Campo de Futebol-Parque,2025,5,
02.1.700.0791,PMSP-SIURB/Controle de Cheias Bacia do Aricanduva,2025,5,
02.1.700.0792,PMSP-SIURB/Controle de Cheias Bacia dos Pinheiros Córrego Zavuvus,2025,5,
02.1.700.0793,PMSP-SIURB/Infraestrutura do Autódromo José Carlos Pace,2025,5,
02.1.700.0794,PMSP-SIURB/Construção Fábrica do Samba,2025,5,
02.1.700.0810,PMSP-SIURB/ Programa de Redução de Alagamentos,2025,5,
02.1.700.0812,PMSP-SIURB/Canalização do Córrego Tremembé,2025,5,
02.1.700.0813,PMSP-SIURB/Canalização do Córrego Ipiranga,2025,5,
02.1.700.0815,PMSP-SIURB/Canalização do Córrego Paciência,2025,5,
02.1.700.0879,PMSP-SMC/Convênio SICONV nº 789167/2013,2025,5,
02.1.700.0881,PMSP-SIURB/ CORREDOR LESTE ITAQUERA TRECHO 2,2025,5,
02.1.700.0884,PMSP-SIURB/CORREDOR CAPÃO REDONDO/CAMPO LIMPO/VILA SONIA,2025,5,
02.1.700.0885,PMSP-SIURB/ CORREDOR LESTE ITAQUERA TRECHO 1,2025,5,
02.1.700.0887,PMSP-SIURB/ CORREDOR ARICANDUVA,2025,5,
02.1.700.0893,PMSP-SIURB/ EXEC. TERMINAL ITAQUERA,2025,5,
02.1.700.0896,PMSP-SMSU/Convênio SICONV nº 798530/2013,2025,5,
02.1.700.0897,PMSP-SMC/ Convênio SICONV nº 795177/2013,2025,5,
02.1.700.0898,PMSP-SMC/Convênio SICONV nº 795224/2013,2025,5,
02.1.700.0926,PMSP-SMDHC/Convênio SICONV nº 800023/2013,2025,5,
02.1.700.0942,PMSP-SMDHC/Convênio SICONVnº 796224/2013,2025,5,
02.1.700.0944,PMSP-SMC/Convênio SICONV nº 795181/2013,2025,5,
02.1.700.0950,CONVÊNIO SICONV N° 806586/2014,2025,5,
02.1.700.0951,PMSP-SMPED/Convênio SICONV nº 786525/2013,2025,5,
02.1.700.0956,PMSP-SMDHC/Convênio SICONV Nº 792210/2013,2025,5,
02.1.700.0959,PMSP-SMDHC/Convênio SICONV nº 806422/2014,2025,5,
02.1.700.0962,PMSP-SPCS/Colocação de Gramado Sintético na Quadra Poliesportiva- Conv,2025,5,
02.1.700.0965,PMSP-SMC/Convênio SICONV nº 798436/2013,2025,5,
02.1.700.0969,PMSP-SMDHC/Convênio SICONV nº 787155/2013,2025,5,
02.1.700.0970,PMSP - SMPM/CONVENIO 806576/2014 - SICONV,2025,5,
02.1.700.0972,PMSP-SP-MP/REPASSE Nº 772533 MINISTÉRIO DO ESPORTE,2025,5,
02.1.700.0979,PMSP-SMC/Convênio SICONV nº 812001/2014,2025,5,
02.1.700.0980,PMSP-SMC/Convênio SICONV nº 806258/2014,2025,5,
02.1.700.0981,PMSP- SMC/CONVÊNIO SICONV 800365-2013,2025,5,
02.1.700.0993,PMSP-SEME/Convênio SICONV nº 787210/2013-Reforma do Ginásio de Esporte,2025,5,
02.1.700.1001,PMSP-SMC CONVÊNIO SICONV 815918-2014,2025,5,
02.1.700.1002,PMSP-SEME/Convênio SICONV nº 813846/2014-Reforma Pista de Atletismo e,2025,5,
02.1.700.1007,PMSP-SEME/Convênio SICONV nº 807040/2014-Reforma do Mini Balneário Pri,2025,5,
02.1.700.1008,PMSP-SMC/Convênio SICONV nº 795207/2013,2025,5,
02.1.700.1012,PMSP-SIURB/Canalização dos Córr Freitas e Capão Redondo-Implant de Res,2025,5,
02.1.700.1013,PMSP-SIURB/Corredor de ônibus São Paulo/SP Av. Carlos Caldeira Filho,2025,5,
02.1.700.1018,PMSP-SEME/Convênio SICONV nº 805130/2014-Reforma e Adaptações no CDC B,2025,5,
02.1.700.1019,PMSP-SEME/Convênio SICONV nº806830/2014-Reforma/Adaptações CDC SAVIMAR,2025,5,
02.1.700.1021,PMSP-SMC/Convênio SICONV nº 815229/2014,2025,5,
02.1.700.1022,PMSP-SMC/Convênio SICONV nº 791093/2013,2025,5,
02.1.700.1023,PMSP-SMC/Convênio SICONV nº 786126/2013,2025,5,
02.1.700.1055,PMSP-SMDHC/Convênio SICONV nº 814710/2014,2025,5,
02.1.700.1056,PMSP-SMDHC/Convênio SICONV nº 813774/2014,2025,5,
02.1.700.1057,PMSP-SMDHC/Convênio SICONV nº 806089/2014,2025,5,
02.1.700.1064,PMSP-SMC/ Convênio SICONV nº 794293/2013,2025,5,
02.1.700.1067,PMSP-SMC/Convênio SICONV nº 784807/2013,2025,5,
02.1.700.1073,PMSP-SMC/CONVÊNIO SICONV Nº 820872/2015,2025,5,
02.1.700.1074,PMSP-SMSP/Conv.SICONV nº 783283/2013-Rotas Tur. Aces. no Mun.São Paulo,2025,5,
02.1.700.1084,PMSP-SMDHC/CONVÊNIO SICONV Nº 818904/2015,2025,5,
02.1.700.1087,PMSP-SMC/CONVÊNIO SICONV Nº 825817/2015,2025,5,
02.1.700.1088,PMSP-SMC/CONVÊNIO SICONV nº 824300/2015,2025,5,
02.1.700.1089,PMSP-SMDHC/CONVÊNIO SICONV Nº 818194/2015,2025,5,
02.1.700.1090,PMSP-SMDHC/CONVÊNIO SICONV Nº 822271/2015,2025,5,
02.1.700.1098,PMSP-SMDHC-CONVÊNIO SICONV Nº 827292/2016,2025,5,
02.1.700.1100,PMSP-SEHAB/PMCMV-FAR/Residencial Botucatu,2025,5,
02.1.700.1101,"PMSP-SEME/Convênio SICONV nº 806651/2014-Prog. de Esporte Educacional,",2025,5,
02.1.700.1102,PMSP-SMPM/Convênio SICONV nº 813100/2014,2025,5,
02.1.700.1104,PMSP-SDTE/Convênio SICONV nº 822624/2015,2025,5,
02.1.700.1117,PMSP-SMTE/Convênio SICONV nº 833781/2016,2025,5,
02.1.700.1123,PMSP-SMPM/Convênio SICONV nº 813548/2014,2025,5,
02.1.700.1127,PMSP-SMPM/Convênio SICONV nº 813529/2014,2025,5,
02.1.700.1128,PMSP-SMDHC/CONVÊNIO SICONV N 838125/2016,2025,5,
02.1.700.1129,PMSP-SMC/Convênio SICONV nº 841048/2016,2025,5,
02.1.700.1131,PMSP-SEME/Convênio SICONV nº 821755/2015,2025,5,
02.1.700.1132,PMSP-SMC/Convênio SICONV nº 831904/2016,2025,5,
02.1.700.1133,PMSP-SMC/Convênio SICONV nº 839835/2016,2025,5,
02.1.700.1134,PMSP-SMC/Convênio SICONV nº 839952/2016,2025,5,
02.1.700.1135,PMSP-SMC/Convênio SICONV nº 840781/2016,2025,5,
02.1.700.1136,PMSP-SMC/Convênio SICONV nº 841399/2016,2025,5,
02.1.700.1137,PMSP-SMC/Convênio SICONV nº 833767/2016,2025,5,
02.1.700.1138,PMSP-SMC/Convênio SICONV nº 839119/2016,2025,5,
02.1.700.1139,PMSP-SMC/Convênio SICONV nº 836103/2016,2025,5,
02.1.700.1143,PMSP-SEME/Convênio SICONV nº 824240/2015,2025,5,
02.1.700.1144,PMSP-SEME/Convênio SICONV nº 023672/2015,2025,5,
02.1.700.1146,PMSP-SEME/Convênio SICONV Nº 838140/2016-iImplantação e Modernização,2025,5,
02.1.700.1147,PMSP-SMDHC/CONVÊNIO SICONV nº 835820/2016,2025,5,
02.1.700.1148,PMSP-SMDHC/Convênio SICONV nº 813548/2014,2025,5,
02.1.700.1149,PMSP-SMDHC/Convênio SICONV nº 799603/2013,2025,5,
02.1.700.1150,PMSP-SMDHC/CONVÊNIO SICONV nº 806576/2014,2025,5,
02.1.700.1151,PMSP-SMDHC/CONVÊNIO SICONV nº 799550/2013,2025,5,
02.1.700.1165,PMSP-SMC/Patrocínio ao Teatro João Caetano,2025,5,
02.1.700.1172,PMSP-SEME/Convênio SICONV nº 818348/2015-Implantação e Modernização pa,2025,5,
02.1.700.1179,PMSP-SMC/CONVÊNIO SICONV Nº 849979/2017,2025,5,
02.1.700.1190,PMSP-SMC/CONVÊNIO SICONV Nº 859612/2017,2025,5,
02.1.700.1191,PMSP-SEME/CONVÊNIO SICONV nº 838163/2016,2025,5,
02.1.700.1192,PMSP-SEME/CONVÊNIO SICONV nº 831746/2016,2025,5,
02.1.700.1198,PMSP-SEME/Convênio SICONV nº 831748/2016,2025,5,
02.1.700.1201,PMSP-SEME/Convênio SICONV nº 838162/2016,2025,5,
02.1.700.1203,PMSP-SMDHC/CONVÊNIO SICONV 864066/2018,2025,5,
02.1.700.1204,PMSP-SDTE/CONVÊNIO SICONV nº 831234/2016,2025,5,
02.1.700.1205,PMSP-SEME/CONVÊNIO SICONV nº 840777/2016,2025,5,
02.1.700.1212,PMSP-PR-JA/CONVÊNIO SICONV 841090/2016,2025,5,
02.1.700.1221,PMSP-SEHAB/Convênio SICONV Nº 844734/2017,2025,5,
02.1.700.1226,PMSP-SEHAB/PMCMV-ATIBAIA II,2025,5,
02.1.700.1227,PMSP-SEME/CONVÊNIO SICONV nº 843700/2017,2025,5,
02.1.700.1231,PMSP-SEHAB/PMCMV-ATIBAIA I,2025,5,
02.1.700.1232,PMSP-SEHAB/PMCMV/Faixa 1 -Trabalho Técnico Social,2025,5,
02.1.700.1233,PMSP-SEHAB/PMCMV-ACADEMIA,2025,5,
02.1.700.1236,PMSP-SMSUB/CONVÊNIO SICONV nº 869125/2018,2025,5,
02.1.700.1237,PMSP-SEHAB/PMCMV-Residencial Botucatu,2025,5,
02.1.700.1247,PMSP-SEHAB/PMCMV-ATIBAIA III,2025,5,
02.1.700.1248,PMSP-SEHAB/PMCMV-OSÓRIO C,2025,5,
02.1.700.1249,PMSP-SMDET/CONVÊNIO SICONV Nº 853141/2017,2025,5,
02.1.700.1254,PMSP-SEHAB/PMCMV/FAR- OSÓRIO D,2025,5,
02.1.700.1257,PMSP-SEHAB/PMCMV-São Carlos A e B,2025,5,
02.1.700.1266,PMSP-SEHAB/PMCMV- CAMPO DAS PITANGUEIRAS,2025,5,
02.1.700.1271,PMSP-SMSUB/CONVÊNIO SICONV nº 869915/2018,2025,5,
02.1.700.1273,PMSP-SMSUB/CONVÊNIO SICONV nº 869190/2018,2025,5,
02.1.700.1274,PMSP-SMSUB/CONVÊNIO SICONV Nº 831234/2016,2025,5,
02.1.700.1278,PMSP-SMSUB/CONVÊNIO SICONV Nº 868879/2018,2025,5,
02.1.700.1283,PMSP-SMSUB/CONVÊNIO SICONV Nº 900527/2020,2025,5,
02.1.700.1285,PMSP-SEHAB/PMCMV-ANCHIETA A e B,2025,5,
02.1.700.1287,PMSP-SMSUB/CONVÊNIO SICONV Nº 1480/2020,2025,5,
02.1.700.1288,PMSP-SMC Lei 14017/2020 (Aldir Blanc),2025,5,
02.1.700.1289,PMSP-SMSUB/CONVÊNIO SICONV Nº 1475/2020,2025,5,
02.1.700.1292,PMSP-SIURB/Construção Fábrica do Samba-Segunda Etapa,2025,5,
02.1.700.1309,PMSP-SMPR/Convênio SICONV nº 844735/2017,2025,5,
02.1.700.1311,PMSP-SMC/Convênio SICONV nº 903277/2020,2025,5,
02.1.700.1319,PMSP-SEHAB/Projeto PTS Manuel Bueno I e II,2025,5,
02.1.700.1322,PMSP-SEHAB/Obras de Contenção de Encostas - Vila Nova Galvão,2025,5,
02.1.700.1323,PMSP-PGM/Convênio SICONV nº 904426/2020,2025,5,
02.1.700.1324,PMSP-SIURB/CONVÊNIO SICONV Nº  881763/2018,2025,5,
02.1.700.1328,PMSP-SMSUB/CONVÊNIO SICONV Nº 885512/2019,2025,5,
02.1.700.1330,PMSP-SMSUB/CONVÊNIO SICONV Nº 885136/2019,2025,5,
02.1.700.1338,PMSP-SEHAB/PMCMV- Osório B,2025,5,
02.1.700.1345,PMSP-SEME/CONVÊNIO SICONV Nº 878587/2018,2025,5,
02.1.700.1351,PMSP-SEME/CONVÊNIO SICONV Nº nº 914142/2021,2025,5,
02.1.700.1352,PMSP-SEME/CONVÊNIO SICONV Nº nº 915504/2021,2025,5,
02.1.700.1354,PMSP-SEME/COTP - EQUIPE DE GINÁSTICA OLÍMPICA,2025,5,
02.1.700.1358,PMSP-SIURB/CONVÊNIO SICONV Nº  031107/2021,2025,5,
02.1.700.1361,PMSP-SMSUB/CONVÊNIO SICONV Nº 919345/2021,2025,5,
02.1.700.1367,PMSP-SEME/CONVÊNIO SICONV Nº 917642/2021,2025,5,
02.1.700.1368,PMSP-SIURB/CONVÊNIO SICONV Nº  031115/2021,2025,5,
02.1.700.1371,PMSP-SIURB/CONVÊNIO SICONV Nº  031117/2021,2025,5,
02.1.700.1384,1384 - PMSP-SEME/CONVÊNIO SICONV 840338/2016,2025,5,
02.1.700.1404,PMSP-SMSU/Convênio SICONV nº 894660/2019,2025,5,
02.1.700.1409,PMSP- SEME/CONVÊNIO SICONV nº 931150/2022,2025,5,
02.1.700.1410,PMSP-SEHAB/PMCMV- Osório A,2025,5,
02.1.700.1446,PMSP-SEHAB/PMCMV-Augusto Amaral,2025,5,
02.1.700.1447,PMSP-SMSU/Cartão de Pagamento de Defesa Civil - CPDC,2025,5,
02.1.700.1485,Convênio Reforma da Biblioteca Municipal Padre José de Anchieta,2025,5,
02.1.700.1498,PMSP- SMC/ Fundação Cultural Palmares - Convênio 948869/2023,2025,5,
02.1.700.1517,PMSP-SEME/CONVÊNIO SICONV nº 953798/2023,2025,5,
02.1.700.1526,PMSP-SMTUR/Requalificação Centrais de atendimento ao Turista,2025,5,
02.1.700.1548,PMSP-SEME/Convênio SEME x União/CDC Guarani,2025,5,
02.1.700.1578,PMSP-SEME/Convênio União-Revitalização CDC's Clubes da Comunidade do M,2025,5,
02.1.700.1579,PMSP-SEME/Convênio SEME x União/Construção do Espaço Esportivo Comunit,2025,5,
02.1.700.1581,PMSP-SUB-PA/Implantação de Sinalização Turística no Município de SP,2025,5,
02.1.700.1585,PMSP-SEME/Convênio SEME x União/CDC Moóca,2025,5,
02.1.700.1616,PMSP-SEME/Convênio SEME X União/Reforma do Parque das Bicicletas,2025,5,
02.1.700.1659,PMSP-SIURB/CONVÊNIO SICONV Nº 025101/2024,2025,5,
02.1.700.1660,PMSP-SIURB/CONVÊNIO SICONV Nº 025107/2024,2025,5,
02.1.700.1888,PMSP-SMC/ CONVÊNIO nº 978428/2025,2025,5,
02.1.700.1905,PMSP/SMDHC/EXPO INTERNACIONAL 2025,2025,5,
02.1.700.1921,SMC/INOVAÇÃO BIBLIOTECAS/ CIRCUITO CULTURAL ITINERANTE MÓVEL,2025,5,
02.1.700.1965,PMSP/SEME/REFORMA DOS CDCs COPA 70 E ALVORADA,2025,5,
02.1.700.8007,Convênio FUNDATEC X União,2025,5,
02.1.700.8009,Convênio COHAB X União,2025,5,
02.1.704.9001,Transferência da União Referente a Royalties do Petróleo e Gás Natural,2025,5,
02.1.706.0000,Código Genérico,2025,5,
02.1.706.1168,FMS CUSTEIO SUS,2025,5,
02.1.706.1185,FMS INVEST SUS,2025,5,
02.1.706.1258,CONVENIO 888911/2019 - CAPS Perdizes,2025,5,
02.1.706.1326,PMSP-SMSU - Ação OEC2,2025,5,
02.1.706.1362,PMSP-SMSUB/Implantação de grama sintética - Parque Sete Campos - SUB-A,2025,5,
02.1.706.1382,PMSP- SEME/Emenda Parlamentar 25200003 - CDC Jardim Planalto,2025,5,
02.1.706.1384,PMSP-SEME/CONVÊNIO SICONV 840338/2016,2025,5,
02.1.706.1389,PMSP- SEME/CDC Parque Fongaro,2025,5,
02.1.706.1391,PMSP- SEME/CDC Parque Fernanda,2025,5,
02.1.706.1392,PMSP- SEME/CDC Pequeninos do Jóquei,2025,5,
02.1.706.1399,PMSP- SEME/Programas Continuados na Secretaria,2025,5,
02.1.706.1400,PMSP-SEME/Emenda Parlamentar 252000006-2021-CDC Antonio Evaristo da Co,2025,5,
02.1.706.1406,PMSP- SEME/CDC Areião de Vila Císper,2025,5,
02.1.706.1407,PMSP- SEME/CDC Jardim Maria Estela,2025,5,
02.1.706.1412,PMSP-SEME/CDC Savimar (Vila Mara),2025,5,
02.1.706.1417,PMSP- SEME/CDC Areião de Vila Carmosina,2025,5,
02.1.706.1418,PMSP- SEME/CDC Jardim Mangalot,2025,5,
02.1.706.1419,PMSP- SEME/CDC Alvorada,2025,5,
02.1.706.1435,PMSP-SMSUB/Revitalização e Instalação de Playground-Rua Saguaritá com ,2025,5,
02.1.706.1436,PMSP-SMSUB/Pavimentação e Drenagem-Travessa Betel Angel,2025,5,
02.1.706.1442,PMSP-SMSUB/Reforma na Praça João Pais Malio,2025,5,
02.1.706.1457,PMSP-SF-TRANSF ESPECIAIS 3550308 EC 105,2025,5,
02.1.706.1473,PMSP-SMSUB/Reforma e Ampliação do Vestiário do Campo Santa Luzia,2025,5,
02.1.706.1474,PMSP-SMSUB/ Revitalização de Área Pública - Praça Marielle Franco,2025,5,
02.1.706.1475,PMSP-SMSU/Ação OEC2-Modernização da Frota dos Órgãos de Segurança Públ,2025,5,
02.1.706.1478,PMSP-SEME/Serviços de Adaptações e Ampliações de Equipamentos Esportiv,2025,5,
02.1.706.1484,PMSP-SEME/CDC Baquirivu,2025,5,
02.1.706.1492,PMSP-SEME/Equipamento Esportivo Vila dos Andrades,2025,5,
02.1.706.1494,SMS/FMS/EP TRANSFER ESPECIAL 28180010,2025,5,
02.1.706.1495,SMS/FMS/EP TRANSFER ESPECIAL 90320007,2025,5,
02.1.706.1496,SEME/CDC Clóvis Alves Rodrigues,2025,5,
02.1.706.1501,PMSP-SEME/CDC Areião de Vila Carmosina/Ano 2023,2025,5,
02.1.706.1506,Transferência Especial PMSP-SUB-LA 21.128-1,2025,5,
02.1.706.1509,PMSP-SME - CEI Anglicana,2025,5,
02.1.706.1511,PMSP-SUB-MB/ Obras de Readequação na Rua João de Almada,2025,5,
02.1.706.1514,PMSP-SEME/CDC Vila Albertina,2025,5,
02.1.706.1515,Readequação área pública – Pista de Skate - Pç do Trabalhador,2025,5,
02.1.706.1516,PMSP-SUB-CS/Readequação de área pública-Pista de Skate,2025,5,
02.1.706.1518,PMSP-SEME/CDC Jardim Maria Estela,2025,5,
02.1.706.1519,PMSP-SEME/CDC União da Fé,2025,5,
02.1.706.1534,"PMSP-SEME/Custeio, Programas e Projetos",2025,5,
02.1.706.1542,PMSP-SUB-MP/Revitalização da Rua Santa Davina - Pq Paulistano,2025,5,
02.1.706.1547,SUB-IQ/Revitalização de Espaço Público na Rua Morubixaba - Itaquera,2025,5,
02.1.706.1549,SUB-IQ/Revitalização Pç José Patrocínio Freire-Jd Nossa Sra. do Carmo,2025,5,
02.1.706.1552,PMSP-SMSU/Ação OEC2,2025,5,
02.1.706.1554,PMSP-SUB-IQ/Revitalização Pç Inácio Tolosa - Jd Nossa Senhora do Carmo,2025,5,
02.1.706.1555,PMSP-SMC/Ações Culturais,2025,5,
02.1.706.1569,PMSP-SMS/FMS/EP TRANSFER ESPECIAL 39050004,2025,5,
02.1.706.1570,PMSP-SEME/CDC Canarinho,2025,5,
02.1.706.1571,PMSP-SEME/CDC Nelson Garcia Cabeça (Urca),2025,5,
02.1.706.1572,PMSP-SEME/CDC Veneza ,2025,5,
02.1.706.1573, PMSP-SEME/CDC Três Alianças,2025,5,
02.1.706.1574,PMSP-SEME/Campo Unidos do Rio Claro ,2025,5,
02.1.706.1575,PMSP-SEME/CDC Cleuza Bueno   ,2025,5,
02.1.706.1576,PMSP-SEME/CDC Mangalot,2025,5,
02.1.706.1577,PMSP-SEME/CDC Uleromã ,2025,5,
02.1.706.1582,PMSP-SGM/Ação 0EC2-Transf Especiais/Emenda 202425200001,2025,5,
02.1.706.1583,PMSP-SMS/FMS/EP TRANSFER ESPECIAL 39080002,2025,5,
02.1.706.1590,PMSP-SGM/Ação 0EC2-Transf Especiais/Emenda 202437350007,2025,5,
02.1.706.1591,PMSP-SEME/CDC Parque Ipê,2025,5,
02.1.706.1592,PMSP-SEME/CDC Mocidade Ativa Cristã,2025,5,
02.1.706.1593,PMSP-SGM/Ação 0EC2-Transf Especiais/Emenda 202443460003,2025,5,
02.1.706.1594,PMSP-SMSU/Equipamentos para Instruções de Armamento e Tiro e Técnicas ,2025,5,
02.1.706.1615,PMSP-SGM/Ação 0EC2-Transf Especiais/Emenda 202425280003,2025,5,
02.1.706.1623,PMSP-SGM/Ação 0EC2-Transf Especiais/Emenda 202490320005,2025,5,
02.1.706.1624,PMSP-SEME/CDC José Amancio,2025,5,
02.1.706.1638,PMSP-SEME/Revitalização do espaço público Praça Marielle Franco SUB-FB,2025,5,
02.1.706.1641,PMSP-SUB-CL/Melhorias Campo Beira Rio,2025,5,
02.1.706.1642,PMSP-SUB-CL/Melhoria/Cobertura quadra futsal R.Fernando Marinho Falcão,2025,5,
02.1.706.1649,Casa da Criança e do Adolescente de Santo Amaro Grossarl - SAICA,2025,5,
02.1.706.1650,Obras Sociais Nossa Senhora Aquiropita,2025,5,
02.1.706.1651,SMS/FMS/EP TRANSF. ESPECIAL Dep Fed Alexandre Padilha - 21.510-4,2025,5,
02.1.706.1652,SMS/FMS/EP TRANSF. ESPECIAL Deputado Federal Rui Falcão - 21.507-4,2025,5,
02.1.706.1653,Registro de Rendimentos - Transf. Especial FMAS,2025,5,
02.1.706.1661,PMSP-SEME/CEE Mané Garrincha,2025,5,
02.1.706.1663,SUB-MG Projeto Executivo Drenagem de vias - Praça Sto Eduardo,2025,5,
02.1.706.1664,SUB-MG Proj Exec Drenagem de vias - R Condoreiros Pq Vila Maria,2025,5,
02.1.706.1665,SUB- MG Projeto Executivo de Drenagem de vias - Av. Guilherme,2025,5,
02.1.706.1666,PMSP-SUB- MG Projeto Executivo de Drenagem de vias - Rua Piatá,2025,5,
02.1.706.1680,PMSP- SMT/Educação de Trânsito para Escolares,2025,5,
02.1.706.1681,PMSP-SUB-MB/Emenda Federal n.° 90320001 - Transferências Especiais,2025,5,
02.1.706.1686,PMSP-SUB- FB/Pavimentação da Passagem Salvador,2025,5,
02.1.706.1687,"PMSP-SUB-JA/Revitalização de Área Pública, Rua Capitão Valdir Alves",2025,5,
02.1.706.1688,"PMSP-SUB-JA/Revitalização de Área Pública, Rua Eng. Armando de Arruda ",2025,5,
02.1.706.1689,PMSP-SUB-VP/Revitalização da área e modern. quadra da Vila Industrial,2025,5,
02.1.706.1697,"SUB-AD Requalificação da Praça Brás Toscano de Melo, 18",2025,5,
02.1.706.1698,SUB-AD Recapeamento via/troca guias e sarjetas R Ângelo Remazzotti,2025,5,
02.1.706.1701,Transferência Especial da União,2025,5,
02.1.706.1702,SUB-CT/Reforma praça e inst. playground e ATI na praça local. setor G,2025,5,
