codReceita,txtDescricaoReceita,modifiedMode,usuarioOperacao
1113033102000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR - PRINCIPAL - PJ,5,
1113033102000000001100000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR - PJ,5,
1113033102000000001101000,Imposto sobre a Renda - Retido na Fonte - Remessa ao Exterior - PJ,5,
1113033102000000001109000,TOTAL DE DEDUÇÕES DO IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR - PJ,5,
1113033102000000001109001,Deduções do Imposto sobre a Renda - Retido na Fonte - Remessa ao Exterior - PJ,5,
1113033200000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR - MULTAS E JUROS,5,
1113033201000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR - PF - MULTAS E JUROS,5,
1113033201000000001100000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR - PF - MULTAS E JUROS,5,
1113033201000000001101000,Imposto sobre a Renda - Retido na Fonte - Remessa ao Exterior - PF - Multas e Juros,5,
1113033201000000001109000,TOTAL DE DEDUÇÕES DO IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR - PF - MULTAS E J,5,
1113033201000000001109001,Deduções do Imposto sobre a Renda - Retido na Fonte - Remessa ao Exterior - PF - Multas e Juros,5,
1113033202000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR - PJ - MULTAS E JUROS,5,
1113033202000000001100000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR - PJ - MULTAS E JUROS,5,
1113033202000000001101000,Imposto sobre a Renda - Retido na Fonte - Remessa ao Exterior - PJ - Multas e Juros,5,
1113033202000000001109000,TOTAL DE DEDUÇÕES DO IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - REMESSA AO EXTERIOR - PJ - MULTAS E J,5,
1113033202000000001109001,Deduções do Imposto sobre a Renda - Retido na Fonte - Remessa ao Exterior - PJ - Multas e Juros,5,
1113034000000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS,5,
1113034100000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - PRINCIPAL,5,
1113034101000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - PRINCIPAL - PF,5,
1113034101000000001100000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - PF,5,
1113034101000000001101000,Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - PF,5,
1113034101000000001109000,TOTAL DE DEDUÇÕES DO IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - PF,5,
1113034101000000001109001,Deduções do Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - PF,5,
1113034102000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - PRINCIPAL - PJ,5,
1113034102000000001100000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - PJ,5,
1113034102000000001101000,Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - PJ,5,
1113034102000000001109000,TOTAL DE DEDUÇÕES DO IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - PJ,5,
1113034102000000001109001,Deduções do Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - PJ,5,
1113034200000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - MULTAS E JUROS,5,
1113034201000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - PF - MULTAS E JUROS,5,
1113034201000000001100000,RECEITA DE IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - PF - MULTAS E JUROS,5,
1113034201000000001101000,Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - PF - Multas e Juros,5,
1113034201000000001109000,TOTAL DE DEDUÇÕES DO IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - PF - MULTAS E JU,5,
1113034201000000001109001,Deduções do Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - PF - Multas e Juros,5,
1113034202000000000000000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - PJ - MULTAS E JUROS,5,
1113034202000000001100000,IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - PJ - MULTAS E JUROS,5,
1113034202000000001101000,Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - PJ - Multas e Juros,5,
1113034202000000001109000,TOTAL DE DEDUÇÕES DO IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - PJ - MULTAS E JU,5,
1113034202000000001109001,Deduções do Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - PJ - Multas e Juros,5,
1114000000000000000000000,IMPOSTOS SOBRE A PRODUÇÃO,5,
1114010000000000000000000,IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI,5,
1114011000000000000000000,IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI - FUMO,5,
1114012000000000000000000,IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI- BEBIDAS,5,
1114013000000000000000000,IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI - AUTOMÓVEIS,5,
1114014000000000000000000,IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI - VINCULADOS À IMPORTAÇÃO,5,
1114015000000000000000000,IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - IPI - OUTROS PRODUTOS,5,
1115000000000000000000000,"IMPOSTOS SOBRE OPERAÇÕES DE CRÉDITO, CÂMBIO E SEGURO, OU RELATIVAS A TÍTULOS OU VALORES MOBILIÁRIOS",5,
1115010000000000000000000,IMPOSTO SOBRE OPERAÇÕES FINANCEIRAS - IOF,5,
1115011000000000000000000,IMPOSTO SOBRE OPERAÇÕES FINANCEIRAS - IOF - OURO,5,
1115012000000000000000000,IMPOSTO SOBRE OPERAÇÕES FINANCEIRAS - IOF - DEMAIS OPERAÇÕES,5,
1118000000000000000000000,IMPOSTOS ESPECÍFICOS DE ESTADOS/DF MUNICÍPIOS,5,
1118010000000000000000000,IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS,5,
1118011000000000000000000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,5,
1118011100000000000000000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - PRINCIPAL,5,
1118011101000000000000000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,5,
1118011101000000001100000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,5,
1118011101000000001101000,Imposto sobre a Propriedade Predial e Territorial Urbana,5,
1118011101000000001109000,TOTAL DE DEDUÇÕES DO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,5,
1118011101000000001109001,Deduções do Imposto sobre a Propriedade Predial e Territorial Urbana,5,
1118011101000000001200000,TOTAL PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,5,
1118011101000000001201000,PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,5,
1118011101000000001201001,PPI - Imposto sobre a Propriedade Predial e Territorial Urbana,5,
1118011101000000001201002,PAT - Imposto sobre a Propriedade Predial e Territorial Urbana,5,
1118011101000000001201003,PISN - Imposto sobre a Propriedade Predial e Territorial Urbana,5,
1118011101000000001209000,TOTAL DEDUÇÕES PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,5,
1118011101000000001209001,Deduções PPI - Imposto sobre a Propriedade Predial e Territorial Urbana,5,
1118011101000000001209002,Deduções PAT - Imposto sobre a Propriedade Predial e Territorial Urbana,5,
1118011101000000001209003,Deduções PISN - Imposto sobre a Propriedade Predial e Territorial Urbana,5,
1118011200000000000000000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS,5,
1118011201000000000000000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS,5,
1118011201000000001100000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS,5,
1118011201000000001101000,Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros,5,
1118011201000000001109000,TOTAL DE DEDUÇÕES IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS,5,
1118011201000000001109001,Deduções do Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros,5,
1118011201000000001200000,PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS,5,
1118011201000000001201000,TOTAL PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JUROS,5,
1118011201000000001201001,PPI - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros,5,
1118011201000000001201002,PAT - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros,5,
1118011201000000001201003,PISN - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros,5,
1118011201000000001209000,TOTAL DEDUÇÕES PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JURO,5,
1118011201000000001209001,Deduções PPI - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros,5,
1118011201000000001209002,Deduções PAT - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros,5,
1118011201000000001209003,Deduções PISN - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros,5,
1118011300000000000000000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA,5,
1118011301000000000000000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA,5,
1118011301000000001100000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA,5,
1118011301000000001101000,Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa,5,
1118011301000000001109000,TOTAL DEDUÇÕES IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA,5,
1118011301000000001109001,Deduções Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa,5,
1118011301000000001200000,PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA,5,
1118011301000000001201000,TOTAL PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA,5,
1118011301000000001201001,PPI - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa,5,
1118011301000000001201002,PAT - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa,5,
1118011301000000001201003,PISN - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa,5,
1118011301000000001201006,PEQ - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa,5,
1118011301000000001209000,TOTAL DEDUÇÕES PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA,5,
1118011301000000001209001,Deduções PPI - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa,5,
1118011301000000001209002,Deduções PAT - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa,5,
1118011301000000001209003,Deduções PISN - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa,5,
1118011301000000001209006,PEQ - Deduções Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa,5,
1118011400000000000000000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA - MULTAS E JUROS,5,
1118011401000000000000000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA - MULTAS E JUROS,5,
1118011401000000001100000,IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA - MULTAS E JUROS,5,
1118011401000000001101000,Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros,5,
1118011401000000001109000,TOTAL DEDUÇÕES IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA - MULTAS E JU,5,
1118011401000000001109001,Deduções Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros,5,
1118011401000000001200000,PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA - MULTAS E JURO,5,
1118011401000000001201000,TOTAL PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA - MULTAS ,5,
1118011401000000001201001,PPI - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros,5,
1118011401000000001201002,PAT - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros,5,
1118011401000000001201003,PISN - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros,5,
1118011401000000001201006,PEQ - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros,5,
1118011401000000001209000,TOTAL DEDUÇÕES PARCELAMENTO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA ,5,
1118011401000000001209001,Deduções PPI - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Ju,5,
1118011401000000001209002,Deduções PAT - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Ju,5,
1118011401000000001209003,Deduções PISN - Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e J,5,
1118011401000000001209006,PEQ - Deduções Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Ju,5,
1118012000000000000000000,IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES,5,
1118013000000000000000000,"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS ""E DOAÇÃO DE BENS E DIREITOS""",5,
1118014000000000000000000,"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS ""DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS""",5,
1118014100000000000000000,"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS ""DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS - PRINCIPAL",5,
1118014101000000000000000,"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS ""DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS""",5,
1118014101000000001100000,"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS ""DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS""",5,
1118014101000000001101000,"Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imóveis""",5,
1118014101000000001109000,"TOTAL DEDUÇÕES IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS ""DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓV",5,
1118014101000000001109001,"Deduções Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imóveis""",5,
1118014101000000001200000,"PARCELAMENTO IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS ""DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEI",5,
1118014101000000001201000,"TOTAL PARCELAMENTO IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS ""DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE ",5,
1118014101000000001201001,"PPI - Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imóveis""",5,
1118014101000000001201002,"PAT - Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imóveis""",5,
1118014101000000001201003,"PISN - Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imóveis""",5,
1118014101000000001209000,"TOTAL DEDUÇÕES RECEITA DE PARCELAMENTO IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS ""DE BENS IMÓVEIS E DE D",5,
1118014101000000001209001,"Deduções PPI - Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imóv",5,
1118014101000000001209002,"Deduções PAT - Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imóv",5,
1118014101000000001209003,"Deduções PISN - Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imó",5,
1118014200000000000000000,"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS ""DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS - MULTAS E ",5,
1118014201000000000000000,"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS ""DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS - MULTAS E ",5,
1118014201000000001100000,"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS ""DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS - MULTAS E ",5,
1118014201000000001101000,"Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imóveis - Multas e ",5,
1118014201000000001109000,"TOTAL DEDUÇÕES IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS ""DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓV",5,
1118014201000000001109001,"Deduções Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imóveis - ",5,
1118014201000000001200000,"PARCELAMENTO IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS ""DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEI",5,
1118014201000000001201000,"TOTAL PARCELAMENTO IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS ""DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE ",5,
1118014201000000001201001,"PPI - Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imóveis - Mul",5,
1118014201000000001201002,"PAT - Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imóveis - Mul",5,
1118014201000000001201003,"PISN - Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imóveis . Mu",5,
1118014201000000001209000,"TOTAL DEDUÇÕES RECEITA DE PARCELAMENTO IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS ""DE BENS IMÓVEIS E DE D",5,
1118014201000000001209001,"Deduções PPI - Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imóv",5,
1118014201000000001209002,"Deduções PAT - Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imóv",5,
1118014201000000001209003,"Deduções PISN - Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imó",5,
1118014300000000000000000,"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS ""DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS - DÍVIDA AT",5,
1118014301000000000000000,"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS ""DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS - DÍVIDA AT",5,
1118014301000000001100000,"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS ""DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS - DÍVIDA AT",5,
1118014301000000001101000,"Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imóveis - Dívida At",5,
1118014301000000001109000,"TOTAL DEDUÇÕES IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS ""DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓV",5,
1118014301000000001109001,"Deduções Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imóveis - ",5,
1118014301000000001200000,"PARCELAMENTO IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS ""DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEI",5,
1118014301000000001201000,"TOTAL PARCELAMENTO IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS ""DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE ",5,
1118014301000000001201001,"PPI - Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imóveis - Dív",5,
1118014301000000001201002,"PAT - Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imóveis - Dív",5,
1118014301000000001201003,"PISN - Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imóveis - Dí",5,
1118014301000000001201006,PEQ - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis - Dívi,5,
1118014301000000001209000,"TOTAL DEDUÇÕES PARCELAMENTO IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS ""DE BENS IMÓVEIS E DE DIREITOS REA",5,
1118014301000000001209001,"Deduções PPI - Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imóv",5,
1118014301000000001209002,"Deduções PAT - Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imóv",5,
1118014301000000001209003,"Deduções PISN - Imposto sobre Transmissão Inter Vivos ""de Bens Imóveis e de Direitos Reais sobre Imó",5,
1118014301000000001209006,PEQ - Deduções Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóve,5,
